country	year	pop
Belgium	1956	8923845
Belgium	1957	8989111
Belgium	1958	9052707
Belgium	1959	9103729
Belgium	1960	9118700
Belgium	1961	9165800
Belgium	1962	9218400
Belgium	1963	9283100
Belgium	1964	9367000
Belgium	1965	9448100
Belgium	1966	9507800
Belgium	1967	9556500
Belgium	1968	9589800
Belgium	1969	9612700
Belgium	1970	9637800
Belgium	1971	9672500
Belgium	1972	9709100
Belgium	1973	9738400
Belgium	1974	9767800
Belgium	1975	9794800
Belgium	1976	9811000
Belgium	1977	9821800
Belgium	1978	9829700
Belgium	1979	9837200
Belgium	1980	9846800
Belgium	1981	9852400
Belgium	1982	9856303
Belgium	1983	9855520
Belgium	1984	9855300
Belgium	1985	9858200
Belgium	1986	9861800
Belgium	1987	9870200
Belgium	1988	9884000
Belgium	1989	9937697
Belgium	1990	9969310
Belgium	1991	10004487
Belgium	1992	10045622
Belgium	1993	10085426
Belgium	1994	10122914
Belgium	1995	10155459
Belgium	1996	10178934
Belgium	1997	10199787
Belgium	1998	10217030
Belgium	1999	10235655
Belgium	2000	10263618
Belgium	2001	10291679
Belgium	2002	10311970
Belgium	2003	10330824
Belgium	2004	10348276
Belgium	2005	10364388
Belgium	2006	10379067
Belgium	2007	10392226
Belgium	2008	10403951
Belize	1950	65797
Belize	1951	66759
Belize	1952	69932
Belize	1953	72143
Belize	1954	74408
Belize	1955	76892
Belize	1956	79651
Belize	1957	82461
Belize	1958	85394
Belize	1959	88641
Belize	1960	91863
Belize	1961	94685
Belize	1962	97594
Belize	1963	100712
Belize	1964	103902
Belize	1965	106965
Belize	1966	110115
Belize	1967	113265
Belize	1968	116293
Belize	1969	119183
Belize	1970	122070
Belize	1971	124890
Belize	1972	127661
Belize	1973	130375
Belize	1974	133027
Belize	1975	135611
Belize	1976	138135
Belize	1977	140578
Belize	1978	142937
Belize	1979	145205
Belize	1980	144416
Belize	1981	149191
Belize	1982	153277
Belize	1983	156825
Belize	1984	160800
Belize	1985	165530
Belize	1986	171219
Belize	1987	176347
Belize	1988	181390
Belize	1989	186418
Belize	1990	190847
Belize	1991	195733
Belize	1992	200798
Belize	1993	206055
Belize	1994	211500
Belize	1995	217120
Belize	1996	222908
Belize	1997	228884
Belize	1998	235030
Belize	1999	241369
Belize	2000	247887
Belize	2001	254497
Belize	2002	261138
Belize	2003	267787
Belize	2004	274435
Belize	2005	281084
Belize	2006	287730
Belize	2007	294385
Belize	2008	301022
Benin	1950	1672661
Benin	1951	1704916
Benin	1952	1738315
Benin	1953	1772899
Benin	1954	1808895
Benin	1955	1846175
Benin	1956	1884978
Benin	1957	1925173
Benin	1958	1966816
Benin	1959	2010163
Benin	1960	2055083
Benin	1961	2101846
Benin	1962	2151895
Benin	1963	2202775
Benin	1964	2255760
Benin	1965	2310714
Benin	1966	2367951
Benin	1967	2427334
Benin	1968	2488957
Benin	1969	2553162
Benin	1970	2619809
Benin	1971	2689271
Benin	1972	2761407
Benin	1973	2836325
Benin	1974	2914439
Benin	1975	2995605
Benin	1976	3080268
Benin	1977	3168267
Benin	1978	3259760
Benin	1979	3354798
Benin	1980	3444361
Benin	1981	3540043
Benin	1982	3641603
Benin	1983	3748839
Benin	1984	3861680
Benin	1985	3982013
Benin	1986	4110035
Benin	1987	4243788
Benin	1988	4382448
Benin	1989	4526250
Benin	1990	4676077
Benin	1991	4828814
Benin	1992	4981671
Benin	1993	5214220
Benin	1994	5487359
Benin	1995	5700089
Benin	1996	5886094
Benin	1997	6066080
Benin	1998	6248686
Benin	1999	6435871
Benin	2000	6627964
Benin	2001	6824931
Benin	2002	7026113
Benin	2003	7230693
Benin	2004	7438437
Benin	2005	7649360
Benin	2006	7862944
Benin	2007	8078314
Benin	2008	8294941
Bermuda	1950	38869
Bermuda	1951	39386
Bermuda	1952	39876
Bermuda	1953	40385
Bermuda	1954	40919
Bermuda	1955	41459
Bermuda	1956	42020
Bermuda	1957	42602
Bermuda	1958	43124
Bermuda	1959	43682
Bermuda	1960	44365
Bermuda	1961	45148
Bermuda	1962	46146
Bermuda	1963	47141
Bermuda	1964	48107
Bermuda	1965	48998
Bermuda	1966	49804
Bermuda	1967	50548
Bermuda	1968	51250
Bermuda	1969	51906
Bermuda	1970	52600
Bermuda	1971	53071
Bermuda	1972	53260
Bermuda	1973	53450
Bermuda	1974	53639
Bermuda	1975	53829
Bermuda	1976	54018
Bermuda	1977	54207
Bermuda	1978	54377
Bermuda	1979	54516
Bermuda	1980	54726
Bermuda	1981	54911
Bermuda	1982	55168
Bermuda	1983	55506
Bermuda	1984	55853
Bermuda	1985	56181
Bermuda	1986	56514
Bermuda	1987	56831
Bermuda	1988	57166
Bermuda	1989	57485
Bermuda	1990	57781
Bermuda	1991	58095
Bermuda	1992	58696
Bermuda	1993	59236
Bermuda	1994	59735
Bermuda	1995	60273
Bermuda	1996	60841
Bermuda	1997	61420
Bermuda	1998	61952
Bermuda	1999	62450
Bermuda	2000	62971
Bermuda	2001	63498
Bermuda	2002	64004
Bermuda	2003	64482
Bermuda	2004	64935
Bermuda	2005	65365
Bermuda	2006	65773
Bermuda	2007	66163
Bermuda	2008	66536
Bhutan	1950	734000
Bhutan	1951	745689
Bhutan	1952	757716
Bhutan	1953	770091
Bhutan	1954	782825
Bhutan	1955	796000
Bhutan	1956	809486
Bhutan	1957	823365
Bhutan	1958	837649
Bhutan	1959	852335
Bhutan	1960	867000
Bhutan	1961	882518
Bhutan	1962	898475
Bhutan	1963	914885
Bhutan	1964	931782
Bhutan	1965	950000
Bhutan	1966	967932
Bhutan	1967	986400
Bhutan	1968	1005421
Bhutan	1969	1025096
Bhutan	1970	1045000
Bhutan	1971	1066129
Bhutan	1972	1087991
Bhutan	1973	1110611
Bhutan	1974	1133702
Bhutan	1975	1157452
Bhutan	1976	1181554
Bhutan	1977	1205659
Bhutan	1978	1230769
Bhutan	1979	1255882
Bhutan	1980	1281000
Bhutan	1981	1306579
Bhutan	1982	1333704
Bhutan	1983	1362337
Bhutan	1984	1392489
Bhutan	1985	1424193
Bhutan	1986	1457094
Bhutan	1987	1490857
Bhutan	1988	1525539
Bhutan	1989	1561160
Bhutan	1990	1597719
Bhutan	1991	1635161
Bhutan	1992	1673428
Bhutan	1993	1712504
Bhutan	1994	1752368
Bhutan	1995	1793012
Bhutan	1996	1834341
Bhutan	1997	1876236
Bhutan	1998	1918669
Bhutan	1999	1961642
Bhutan	2000	2005222
Bhutan	2001	2049412
Bhutan	2002	2094176
Bhutan	2003	2139549
Bhutan	2004	2185569
Bhutan	2005	2232291
Bhutan	2006	2279723
Bhutan	2007	2327849
Bhutan	2008	2376680
Bolivia	1950	2766028
Bolivia	1951	2823667
Bolivia	1952	2883315
Bolivia	1953	2944968
Bolivia	1954	3008635
Bolivia	1955	3074311
Bolivia	1956	3141998
Bolivia	1957	3211738
Bolivia	1958	3283613
Bolivia	1959	3357701
Bolivia	1960	3434073
Bolivia	1961	3512782
Bolivia	1962	3593918
Bolivia	1963	3677637
Bolivia	1964	3764067
Bolivia	1965	3853315
Bolivia	1966	3945474
Bolivia	1967	4040665
Bolivia	1968	4139069
Bolivia	1969	4240872
Bolivia	1970	4346218
Bolivia	1971	4454684
Bolivia	1972	4565872
Bolivia	1973	4679923
Bolivia	1974	4796240
Bolivia	1975	4914316
Bolivia	1976	4955744
Bolivia	1977	5079716
Bolivia	1978	5204622
Bolivia	1979	5326981
Bolivia	1980	5441298
Bolivia	1981	5545224
Bolivia	1982	5642224
Bolivia	1983	5737434
Bolivia	1984	5834293
Bolivia	1985	5934935
Bolivia	1986	6041350
Bolivia	1987	6156369
Bolivia	1988	6283164
Bolivia	1989	6423135
Bolivia	1990	6573900
Bolivia	1991	6731484
Bolivia	1992	6893451
Bolivia	1993	7055495
Bolivia	1994	7216538
Bolivia	1995	7376582
Bolivia	1996	7535615
Bolivia	1997	7693188
Bolivia	1998	7848703
Bolivia	1999	8001930
Bolivia	2000	8152620
Bolivia	2001	8300463
Bolivia	2002	8445134
Bolivia	2003	8586443
Bolivia	2004	8724156
Bolivia	2005	8857870
Bolivia	2006	8989046
Bolivia	2007	9119152
Bolivia	2008	9247816
Bosnia and Herzegovina	1950	2662000
Bosnia and Herzegovina	1951	2721000
Bosnia and Herzegovina	1952	2791000
Bosnia and Herzegovina	1953	2863000
Bosnia and Herzegovina	1954	2916000
Bosnia and Herzegovina	1955	2974000
Bosnia and Herzegovina	1956	3025000
Bosnia and Herzegovina	1957	3076000
Bosnia and Herzegovina	1958	3126000
Bosnia and Herzegovina	1959	3185000
Bosnia and Herzegovina	1960	3240000
Bosnia and Herzegovina	1961	3299000
Bosnia and Herzegovina	1962	3349000
Bosnia and Herzegovina	1963	3399000
Bosnia and Herzegovina	1964	3445000
Bosnia and Herzegovina	1965	3493000
Bosnia and Herzegovina	1966	3541000
Bosnia and Herzegovina	1967	3585000
Bosnia and Herzegovina	1968	3627000
Bosnia and Herzegovina	1969	3669000
Bosnia and Herzegovina	1970	3703000
Bosnia and Herzegovina	1971	3761000
Bosnia and Herzegovina	1972	3819000
Bosnia and Herzegovina	1973	3872000
Bosnia and Herzegovina	1974	3925000
Bosnia and Herzegovina	1975	3980000
Bosnia and Herzegovina	1976	4033000
Bosnia and Herzegovina	1977	4086000
Bosnia and Herzegovina	1978	4135000
Bosnia and Herzegovina	1979	4181000
Bosnia and Herzegovina	1980	4092000
Bosnia and Herzegovina	1981	4135743
Bosnia and Herzegovina	1982	4172693
Bosnia and Herzegovina	1983	4207275
Bosnia and Herzegovina	1984	4241401
Bosnia and Herzegovina	1985	4275355
Bosnia and Herzegovina	1986	4307685
Bosnia and Herzegovina	1987	4338977
Bosnia and Herzegovina	1988	4369894
Bosnia and Herzegovina	1989	4398322
Bosnia and Herzegovina	1990	4423646
Bosnia and Herzegovina	1991	4449406
Bosnia and Herzegovina	1992	4256013
Bosnia and Herzegovina	1993	3955016
Bosnia and Herzegovina	1994	3784983
Bosnia and Herzegovina	1995	3708960
Bosnia and Herzegovina	1996	3608495
Bosnia and Herzegovina	1997	3607000
Bosnia and Herzegovina	1998	3817575
Bosnia and Herzegovina	1999	3958653
Bosnia and Herzegovina	2000	4035457
Bosnia and Herzegovina	2001	4111293
Bosnia and Herzegovina	2002	4165416
Bosnia and Herzegovina	2003	4243181
Bosnia and Herzegovina	2004	4345591
Bosnia and Herzegovina	2005	4430494
Bosnia and Herzegovina	2006	4498976
Bosnia and Herzegovina	2007	4552198
Bosnia and Herzegovina	2008	4590310
Botswana	1950	430413
Botswana	1951	436320
Botswana	1952	442308
Botswana	1953	448377
Botswana	1954	454640
Botswana	1955	461100
Botswana	1956	467765
Botswana	1957	474639
Botswana	1958	481731
Botswana	1959	489080
Botswana	1960	496695
Botswana	1961	504585
Botswana	1962	512764
Botswana	1963	521237
Botswana	1964	529966
Botswana	1965	538100
Botswana	1966	545965
Botswana	1967	553541
Botswana	1968	561941
Botswana	1969	571874
Botswana	1970	583999
Botswana	1971	599647
Botswana	1972	619351
Botswana	1973	643076
Botswana	1974	671769
Botswana	1975	704591
Botswana	1976	741273
Botswana	1977	781472
Botswana	1978	822247
Botswana	1979	862602
Botswana	1980	900476
Botswana	1981	934438
Botswana	1982	970347
Botswana	1983	1006466
Botswana	1984	1042702
Botswana	1985	1078902
Botswana	1986	1114934
Botswana	1987	1151184
Botswana	1988	1188137
Botswana	1989	1225684
Botswana	1990	1263643
Botswana	1991	1301796
Botswana	1992	1342614
Botswana	1993	1385749
Botswana	1994	1427426
Botswana	1995	1466989
Botswana	1996	1503652
Botswana	1997	1536536
Botswana	1998	1564950
Botswana	1999	1588505
Botswana	2000	1607069
Botswana	2001	1620848
Botswana	2002	1630347
Botswana	2003	1636213
Botswana	2004	1639231
Botswana	2005	1640115
Botswana	2006	1639833
Botswana	2007	1639131
Botswana	2008	1638393
Brazil	1950	53443075
Brazil	1951	54995532
Brazil	1952	56602560
Brazil	1953	58266357
Brazil	1954	59989219
Brazil	1955	61773546
Brazil	1956	63631992
Brazil	1957	65551171
Brazil	1958	67533213
Brazil	1959	69580328
Brazil	1960	71694810
Brazil	1961	73832902
Brazil	1962	76039390
Brazil	1963	78316598
Brazil	1964	80666939
Brazil	1965	83092908
Brazil	1966	85557441
Brazil	1967	88049823
Brazil	1968	90569084
Brazil	1969	93114241
Brazil	1970	95684297
Brazil	1971	98245467
Brazil	1972	100840058
Brazil	1973	103469438
Brazil	1974	106131448
Brazil	1975	108823732
Brazil	1976	111545124
Brazil	1977	114313951
Brazil	1978	117146603
Brazil	1979	120040282
Brazil	1980	122958132
Brazil	1981	125929730
Brazil	1982	128962939
Brazil	1983	131891729
Brazil	1984	134626216
Brazil	1985	137302933
Brazil	1986	140111725
Brazil	1987	142938076
Brazil	1988	145782100
Brazil	1989	148567499
Brazil	1990	151083809
Brazil	1991	153511587
Brazil	1992	155975974
Brazil	1993	158471338
Brazil	1994	160994257
Brazil	1995	163542501
Brazil	1996	166073876
Brazil	1997	168546719
Brazil	1998	170956177
Brazil	1999	173293681
Brazil	2000	175552771
Brazil	2001	177752913
Brazil	2002	179914212
Brazil	2003	182032604
Brazil	2004	184101109
Brazil	2005	186112794
Brazil	2006	188078227
Brazil	2007	190010647
Brazil	2008	191908598
British Virgin Islands	1950	6243
British Virgin Islands	1951	6245
British Virgin Islands	1952	6304
British Virgin Islands	1953	6398
British Virgin Islands	1954	6496
British Virgin Islands	1955	6603
British Virgin Islands	1956	6730
British Virgin Islands	1957	6871
British Virgin Islands	1958	7025
British Virgin Islands	1959	7198
British Virgin Islands	1960	7383
British Virgin Islands	1961	7561
British Virgin Islands	1962	7753
British Virgin Islands	1963	7973
British Virgin Islands	1964	8183
British Virgin Islands	1965	8409
British Virgin Islands	1966	8675
British Virgin Islands	1967	8946
British Virgin Islands	1968	9248
British Virgin Islands	1969	9567
British Virgin Islands	1970	9828
British Virgin Islands	1971	9841
British Virgin Islands	1972	10016
British Virgin Islands	1973	10178
British Virgin Islands	1974	10364
British Virgin Islands	1975	10533
British Virgin Islands	1976	10626
British Virgin Islands	1977	10719
British Virgin Islands	1978	10812
British Virgin Islands	1979	10903
British Virgin Islands	1980	10998
British Virgin Islands	1981	11422
British Virgin Islands	1982	11823
British Virgin Islands	1983	12262
British Virgin Islands	1984	12726
British Virgin Islands	1985	13183
British Virgin Islands	1986	13631
British Virgin Islands	1987	14099
British Virgin Islands	1988	14615
British Virgin Islands	1989	15143
British Virgin Islands	1990	15691
British Virgin Islands	1991	16268
British Virgin Islands	1992	16753
British Virgin Islands	1993	17214
British Virgin Islands	1994	17672
British Virgin Islands	1995	18109
British Virgin Islands	1996	18551
British Virgin Islands	1997	18998
British Virgin Islands	1998	19447
British Virgin Islands	1999	19898
British Virgin Islands	2000	20353
British Virgin Islands	2001	20812
British Virgin Islands	2002	21272
British Virgin Islands	2003	21730
British Virgin Islands	2004	22187
British Virgin Islands	2005	22643
British Virgin Islands	2006	23098
British Virgin Islands	2007	23552
British Virgin Islands	2008	24004
Brunei	1950	44983
Brunei	1951	47632
Brunei	1952	50634
Brunei	1953	53678
Brunei	1954	57070
Brunei	1955	60983
Brunei	1956	65347
Brunei	1957	69342
Brunei	1958	73521
Brunei	1959	78540
Brunei	1960	83037
Brunei	1961	87067
Brunei	1962	90822
Brunei	1963	94351
Brunei	1964	98171
Brunei	1965	102414
Brunei	1966	106629
Brunei	1967	110971
Brunei	1968	115921
Brunei	1969	121434
Brunei	1970	127554
Brunei	1971	136621
Brunei	1972	141500
Brunei	1973	145170
Brunei	1974	151000
Brunei	1975	156223
Brunei	1976	161626
Brunei	1977	167216
Brunei	1978	173000
Brunei	1979	178899
Brunei	1980	185220
Brunei	1981	192831
Brunei	1982	199468
Brunei	1983	206154
Brunei	1984	213018
Brunei	1985	220215
Brunei	1986	227691
Brunei	1987	235357
Brunei	1988	242997
Brunei	1989	250553
Brunei	1990	258172
Brunei	1991	265877
Brunei	1992	273701
Brunei	1993	281594
Brunei	1994	289516
Brunei	1995	297508
Brunei	1996	305565
Brunei	1997	313563
Brunei	1998	321371
Brunei	1999	328979
Brunei	2000	336376
Brunei	2001	343653
Brunei	2002	350898
Brunei	2003	358098
Brunei	2004	365251
Brunei	2005	372361
Brunei	2006	379444
Brunei	2007	386511
Brunei	2008	393551
Bulgaria	1950	7250500
Bulgaria	1951	7258200
Bulgaria	1952	7274900
Bulgaria	1953	7346100
Bulgaria	1954	7423300
Bulgaria	1955	7499400
Bulgaria	1956	7575800
Bulgaria	1957	7651254
Bulgaria	1958	7727553
Bulgaria	1959	7797777
Bulgaria	1960	7867374
Bulgaria	1961	7943118
Bulgaria	1962	8012946
Bulgaria	1963	8078145
Bulgaria	1964	8144339
Bulgaria	1965	8201400
Bulgaria	1966	8258057
Bulgaria	1967	8310226
Bulgaria	1968	8369603
Bulgaria	1969	8434172
Bulgaria	1970	8489574
Bulgaria	1971	8536395
Bulgaria	1972	8576200
Bulgaria	1973	8620997
Bulgaria	1974	8678745
Bulgaria	1975	8720742
Bulgaria	1976	8755037
Bulgaria	1977	8797022
Bulgaria	1978	8803281
Bulgaria	1979	8811589
Bulgaria	1980	8843528
Bulgaria	1981	8869441
Bulgaria	1982	8892098
Bulgaria	1983	8910284
Bulgaria	1984	8928271
Bulgaria	1985	8943573
Bulgaria	1986	8958770
Bulgaria	1987	8971958
Bulgaria	1988	8982025
Bulgaria	1989	8990055
Bulgaria	1990	8894028
Bulgaria	1991	8772368
Bulgaria	1992	8658506
Bulgaria	1993	8441872
Bulgaria	1994	8353335
Bulgaria	1995	8255811
Bulgaria	1996	8161026
Bulgaria	1997	8066057
Bulgaria	1998	7971774
Bulgaria	1999	7893227
Bulgaria	2000	7818495
Bulgaria	2001	7738416
Bulgaria	2002	7661799
Bulgaria	2003	7588399
Bulgaria	2004	7517973
Bulgaria	2005	7450349
Bulgaria	2006	7385367
Bulgaria	2007	7322858
Bulgaria	2008	7262675
Burkina Faso	1950	4376162
Burkina Faso	1951	4422822
Burkina Faso	1952	4469979
Burkina Faso	1953	4517639
Burkina Faso	1954	4565808
Burkina Faso	1955	4614490
Burkina Faso	1956	4663691
Burkina Faso	1957	4713416
Burkina Faso	1958	4763672
Burkina Faso	1959	4814463
Burkina Faso	1960	4865796
Burkina Faso	1961	4890688
Burkina Faso	1962	4919632
Burkina Faso	1963	4952695
Burkina Faso	1964	4989961
Burkina Faso	1965	5031519
Burkina Faso	1966	5077473
Burkina Faso	1967	5127935
Burkina Faso	1968	5183033
Burkina Faso	1969	5242904
Burkina Faso	1970	5303777
Burkina Faso	1971	5366018
Burkina Faso	1972	5433886
Burkina Faso	1973	5507594
Burkina Faso	1974	5587373
Burkina Faso	1975	5673472
Burkina Faso	1976	5764606
Burkina Faso	1977	5889574
Burkina Faso	1978	6023204
Burkina Faso	1979	6165533
Burkina Faso	1980	6315312
Burkina Faso	1981	6471556
Burkina Faso	1982	6634596
Burkina Faso	1983	6804810
Burkina Faso	1984	6982590
Burkina Faso	1985	7168228
Burkina Faso	1986	7367641
Burkina Faso	1987	7586551
Burkina Faso	1988	7824563
Burkina Faso	1989	8076170
Burkina Faso	1990	8335771
Burkina Faso	1991	8603238
Burkina Faso	1992	8878303
Burkina Faso	1993	9159653
Burkina Faso	1994	9467871
Burkina Faso	1995	9772602
Burkina Faso	1996	10060724
Burkina Faso	1997	10352843
Burkina Faso	1998	10652495
Burkina Faso	1999	10975109
Burkina Faso	2000	11308552
Burkina Faso	2001	11732326
Burkina Faso	2002	12251209
Burkina Faso	2003	12705775
Burkina Faso	2004	13092647
Burkina Faso	2005	13491736
Burkina Faso	2006	13902972
Burkina Faso	2007	14326203
Burkina Faso	2008	14761339
Burundi	1950	2362522
Burundi	1951	2403682
Burundi	1952	2445618
Burundi	1953	2488348
Burundi	1954	2531886
Burundi	1955	2576249
Burundi	1956	2621454
Burundi	1957	2667518
Burundi	1958	2714458
Burundi	1959	2763722
Burundi	1960	2815405
Burundi	1961	2894153
Burundi	1962	2961915
Burundi	1963	3008458
Burundi	1964	3088827
Burundi	1965	3170653
Burundi	1966	3253610
Burundi	1967	3330989
Burundi	1968	3400775
Burundi	1969	3460144
Burundi	1970	3521913
Burundi	1971	3596811
Burundi	1972	3529983
Burundi	1973	3540066
Burundi	1974	3594958
Burundi	1975	3676308
Burundi	1976	3749077
Burundi	1977	3834415
Burundi	1978	3929974
Burundi	1979	4119789
Burundi	1980	4299555
Burundi	1981	4480338
Burundi	1982	4580410
Burundi	1983	4692262
Burundi	1984	4802889
Burundi	1985	4906862
Burundi	1986	5002688
Burundi	1987	5126023
Burundi	1988	5257314
Burundi	1989	5379124
Burundi	1990	5505113
Burundi	1991	5636676
Burundi	1992	5809236
Burundi	1993	5632915
Burundi	1994	5681513
Burundi	1995	6077812
Burundi	1996	6100754
Burundi	1997	6121610
Burundi	1998	6271409
Burundi	1999	6458283
Burundi	2000	6621126
Burundi	2001	6810307
Burundi	2002	7021078
Burundi	2003	7251827
Burundi	2004	7516212
Burundi	2005	7795426
Burundi	2006	8090068
Burundi	2007	8390505
Burundi	2008	8691005
Cambodia	1950	4471170
Cambodia	1951	4581150
Cambodia	1952	4693836
Cambodia	1953	4809293
Cambodia	1954	4927590
Cambodia	1955	5048797
Cambodia	1956	5183860
Cambodia	1957	5322536
Cambodia	1958	5464922
Cambodia	1959	5611117
Cambodia	1960	5761223
Cambodia	1961	5919487
Cambodia	1962	6083619
Cambodia	1963	6253991
Cambodia	1964	6426908
Cambodia	1965	6602232
Cambodia	1966	6779979
Cambodia	1967	6960067
Cambodia	1968	7142547
Cambodia	1969	7327791
Cambodia	1970	7394644
Cambodia	1971	7387057
Cambodia	1972	7450606
Cambodia	1973	7533628
Cambodia	1974	7607940
Cambodia	1975	7489990
Cambodia	1976	7223359
Cambodia	1977	6978607
Cambodia	1978	6749278
Cambodia	1979	6716111
Cambodia	1980	6869171
Cambodia	1981	7059498
Cambodia	1982	7272485
Cambodia	1983	7499259
Cambodia	1984	7656585
Cambodia	1985	7805090
Cambodia	1986	8066070
Cambodia	1987	8371791
Cambodia	1988	8689250
